mof_name,metal,linker_smiles,surface_func_group,temperature_celsius,reaction_time_hours,solvent,topology,surface_area_m2g,pore_diameter_angstrom,void_fraction,formation_energy_kJ_mol
MOF_0014,Mn,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,AcOH,77,15.391788090898142,CHCl3,pcu,2456.9515073140824,14.160015798012802,0.7279432599846756,-55.6050494168938
MOF_0015,Cr,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,,101,6.324374200047767,CHCl3,cmo,2140.8209939925046,3.3137728341790518,0.5064279721670188,-41.50266691077523
MOF_0016,Zn,C1=CC(=C(C=C1)C(=O)O)C(=O)O,No additive,120,35.94773346528942,DMF,pcu,3014.6950032420623,17.1420970838644,0.24937612461078565,-48.27379434023589
MOF_0017,Ni,C1=CC(=CC=C1)C(=O)O,No additive,93,9.337331912243501,CHCl3,bcu,1829.4519379434382,5.969893713804282,0.5700344676200442,-48.311384496144846
MOF_0018,Mn,C1=CC(=CC=C1)C(=O)O,NH4OH,132,17.322105643966555,MeOH,bcu,872.282152698473,11.763457091608839,0.20546596632932101,-48.83228079103652
MOF_0019,Zn,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NH4OH,170,27.428719946891484,MeOH,pcu,3062.674286343756,7.445379363369529,0.6656133070641468,-48.74240622937227
MOF_0020,Cr,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,Pyridine,76,28.8343298623089,EtOH,pcu,3209.688742900098,15.285002435038164,0.5903509919876742,-40.02765107754171
MOF_0021,Cu,C1=CC(=CC=C1)C(=O)O,HCl,58,30.425660667433984,CHCl3,dia,1788.7918759031108,8.462968703225261,0.3275748496181044,-49.25533617249734
MOF_0022,Tb,C1=CC(=C(C=C1)C(=O)O)C(=O)O,Pyridine,109,11.315234535386828,CHCl3,mtn,3130.046101084766,15.318356291001393,0.4248505497056563,-39.13337341380944
MOF_0023,Mn,C1=CC(=CC=C1)C(=O)O,Pyridine,121,20.708445812152544,H2O,cmo,1509.076613527808,7.842810516203101,0.20468401669333416,-44.55651781489952
MOF_0024,Dy,C1=CC(=C(C=C1)C(=O)O)C(=O)O,,93,31.156545993146533,DMF,bcu,1940.5625634692062,15.79204254590792,0.616210288982723,-42.659104286921014
MOF_0025,Cu,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,No additive,143,46.67203004388653,EtOH,cmo,1638.2516893606005,3.5202934377273722,0.3936008825058316,-50.975420964569395
MOF_0026,Tb,C1=CC(=CC=C1C(=O)O)C(=O)O,,59,36.0157700587863,CHCl3,dia,2325.439682456247,7.816292701355423,0.5429533491780316,-43.24730953344502
MOF_0027,Fe,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,,120,44.594565312134144,H2O,bcu,1491.842112740064,11.476769609484741,0.7740365767486779,-51.36935344486244
MOF_0028,Co,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,AcOH,81,37.53733056582379,DMF,dia,1978.0696872576964,3.766012892635333,0.37968002776855103,-49.18572372695678
MOF_0029,Al,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,No additive,151,30.035546631265618,EtOH,dia,2084.9042909758587,6.162579043311737,0.7941427304523911,-46.91239093942814
MOF_0030,Dy,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,HCl,159,12.44902824199916,EtOH,pcu,3400.2909260974443,18.887128687900457,0.5796370316045399,-50.255087331830694
MOF_0031,Fe,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,Formic acid,77,33.334168683270576,CHCl3,cmo,1756.1884154813376,19.606182508063217,0.345253199771303,-49.97400194862643
MOF_0032,Cr,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NH4OH,83,31.42870090223591,EtOH,cmo,1994.4564860464295,15.575749105638256,0.4620667298127547,-43.20844612369538
MOF_0033,Fe,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NH4OH,125,30.508643500119724,H2O,pcu,2916.0626109263767,7.2874008604875185,0.6442718734301539,-45.482797223051264
MOF_0034,Co,C1=CC(=CC=C1)C(=O)O,HCl,88,25.550578191482593,EtOH,cmo,1550.7029581985616,7.428796572411473,0.4678867446098488,-49.835661224427035
MOF_0035,Cr,C1=CC(=CC=C1C(=O)O)C(=O)O,,98,27.260890575528126,MeOH,pcu,3363.522392286789,13.97843608251624,0.24110454040493146,-46.45820851286128
MOF_0036,Dy,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,Pyridine,100,18.715471193196578,H2O,bcu,1749.0231625634829,4.99919348217793,0.30116219682952544,-41.96264347711479
MOF_0037,Co,C1=CC(=C(C=C1)C(=O)O)C(=O)O,AcOH,42,26.84975847626134,DMF,dia,2049.6458767547088,19.121259467316232,0.6747786474703674,-50.12837538485291
MOF_0038,Zn,C1=CC(=CC=C1C(=O)O)C(=O)O,,99,12.692459849853043,DMF,dia,2206.4713105653373,6.821819291673138,0.5890238454308369,-46.126661037500995
MOF_0039,Al,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NH4OH,79,39.42767348385658,CHCl3,cmo,2325.2186420471926,19.993805632232544,0.5418952863992803,-45.14742951297975
MOF_0040,Dy,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NaOH,85,12.174186006743144,CHCl3,mtn,3442.0252487600133,11.427474520141827,0.30057318245324083,-38.074680369727766
MOF_0041,Zn,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,Pyridine,143,7.738516755136523,MeOH,dia,2259.0783513857264,16.114309812879917,0.7026544672102037,-42.96058247817936
MOF_0042,Tb,C1=CC(=CC=C1)C(=O)O,NH4OH,62,23.194825159714924,DMF,pcu,3199.958544630357,3.037129606594473,0.7764440657517502,-43.69906800276495
MOF_0043,Dy,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,124,32.965527338266725,DMF,mtn,3161.5335000487066,18.108688880777912,0.22453225849440173,-41.59918172096097
MOF_0044,Tb,C1=CC(=CC=C1)C(=O)O,,91,23.25954029707582,DMF,mtn,3459.157630229668,7.590034761269868,0.2468191223923132,-40.2276091286122
MOF_0045,Cr,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,HCl,91,16.17718180585758,DMF,dia,2307.412507433299,14.35492465731711,0.7308347019887389,-47.516720840657015
MOF_0046,Zn,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,HCl,123,28.559532091179392,EtOH,dia,2166.854073372907,16.708039773491024,0.689331352419277,-47.73440987705655
MOF_0047,Al,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,Pyridine,110,19.2681027581368,H2O,dia,2265.7193348771184,5.790511589503035,0.5707606733067763,-41.34494582100912
MOF_0048,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,NH4OH,117,45.046178365571855,H2O,pcu,2833.577455431703,10.522661182596892,0.7669791253916829,-50.709930100141314
MOF_0049,Ni,C1=CC(=CC=C1)C(=O)O,No additive,129,44.59638614255717,MeOH,mtn,2376.670704542914,11.395210991082697,0.587858346795202,-46.85591760337241
MOF_0050,Fe,C1=CC(=CC=C1)C(=O)O,NaOH,90,26.1043600787722,EtOH,cmo,1745.371601629651,8.306030910766477,0.32959116543770206,-44.02430371900223
MOF_0051,Cu,C1=CC(=C(C=C1)C(=O)O)C(=O)O,AcOH,81,18.426895736803374,DMF,pcu,2617.136621069675,11.189849105392685,0.6371853942301402,-54.078394741781764
MOF_0052,Al,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NH4OH,67,36.43382621409212,DMF,bcu,1837.9021399063463,8.398276180140748,0.5874262068473824,-43.81683053900897
MOF_0053,Zn,C1=CC(=C(C=C1)C(=O)O)C(=O)O,AcOH,75,5.615369513254932,CHCl3,dia,2062.744475113201,9.132711665938558,0.7914468212060177,-46.553074218438304
MOF_0054,Ni,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NH4OH,188,24.889836265920653,CHCl3,mtn,2659.528968957687,14.378630037946563,0.3283374418248751,-44.611041034961374
MOF_0055,Al,C1=CC(=CC=C1)C(=O)O,No additive,137,18.798229347894676,MeOH,pcu,3032.972828735267,13.75408556118495,0.5587309618175594,-49.11712787804108
MOF_0056,Zn,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,No additive,59,44.503578944512405,DMF,bcu,1329.2507344238516,6.948517338557929,0.6681005133350736,-46.832748400600025
MOF_0057,Mn,C1=CC(=CC=C1C(=O)O)C(=O)O,Pyridine,60,4.528133199998032,MeOH,pcu,2409.8414507020157,18.257209041522216,0.40338985360290247,-46.55308194910302
MOF_0058,Mn,C1=CC(=C(C=C1)C(=O)O)C(=O)O,Pyridine,114,28.32385453160736,EtOH,pcu,2207.712854593049,17.66740527641364,0.42780774985894265,-49.354712536996104
MOF_0059,Tb,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,No additive,116,36.589197566931546,H2O,cmo,2103.7196892768616,11.654416213729178,0.7327411029969926,-48.0470842378312
MOF_0060,Al,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,Formic acid,116,25.340791451057814,DMF,cmo,1657.2047780953792,10.365262625827757,0.44251692776532886,-50.97067641522038
MOF_0061,Mn,C1=CC(=CC=C1C(=O)O)C(=O)O,No additive,92,7.7577333271597535,EtOH,pcu,2478.416094481479,9.40655171072985,0.5748397111373688,-50.654030860568646
MOF_0062,Zn,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,HCl,96,46.7883011612277,DMF,bcu,1652.3243195197526,15.023554617329465,0.7335428825160955,-52.12498992625039
MOF_0063,Tb,C1=CC(=CC=C1)C(=O)O,HCl,109,26.792458980548307,CHCl3,mtn,3281.870535948927,14.418322972560999,0.32589594985433684,-44.43845542034797
MOF_0064,Zn,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,Formic acid,102,31.0241947500365,MeOH,mtn,2513.668216800547,6.335070317945638,0.7891263778115636,-45.64578322520703
MOF_0065,Tb,C1=CC(=C(C=C1)C(=O)O)C(=O)O,,33,14.410830439130322,CHCl3,dia,2526.108715986188,14.414786532106142,0.6211721203821956,-41.49819690480526
MOF_0066,Al,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NaOH,93,25.273915744699366,H2O,dia,2538.098796461651,7.291330299734679,0.49767301648486695,-40.95072094261981
MOF_0067,Ni,C1=CC(=CC=C1C(=O)O)C(=O)O,,74,22.882577646166162,CHCl3,mtn,2336.631417962027,3.3154917208999346,0.45855233861059863,-45.71689805168496
MOF_0068,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,AcOH,105,7.295417048087284,DMF,pcu,2862.7146656003656,14.88654751813541,0.7726187693309028,-52.43960562748284
MOF_0069,Dy,C1=CC(=CC=C1)C(=O)O,,189,8.671055556088557,CHCl3,pcu,3221.3440788410917,13.961491241832743,0.32343489651779983,-46.73128016830612
MOF_0070,Ni,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NH4OH,111,40.84879086322608,DMF,cmo,1661.131390647398,9.983757460363805,0.3870099541075768,-43.643845723810834
MOF_0071,Cr,C1=CC(=CC=C1)C(=O)O,,90,14.552077897089971,H2O,cmo,2006.2542722659318,11.936662950631604,0.38467565332875486,-45.69533305527384
MOF_0072,Zn,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NH4OH,127,12.578163945939744,CHCl3,dia,2332.2293911650904,19.101876258997915,0.37340380084067815,-42.83020171307998
MOF_0073,Cr,C1=CC(=CC=C1)C(=O)O,Formic acid,114,26.21610385500613,MeOH,mtn,3199.8292173777418,13.118403075392441,0.48112282712941357,-46.384857808745146
MOF_0074,Ni,C1=CC(=CC=C1C(=O)O)C(=O)O,HCl,112,37.82487377995057,MeOH,pcu,2369.3032780897693,14.184026900721035,0.7935075399607001,-54.329766147742696
MOF_0075,Tb,C1=CC(=CC=C1C(=O)O)C(=O)O,Pyridine,118,6.725646817475468,MeOH,mtn,3163.310648148839,4.086492456135399,0.7332720600297304,-38.45895619785804
MOF_0076,Dy,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NH4OH,161,29.379548464083257,CHCl3,bcu,2015.5827288547741,5.821905831477129,0.39676974099289175,-43.330881522887516
MOF_0077,Dy,C1=CC(=C(C=C1)C(=O)O)C(=O)O,HCl,66,9.245259484985228,CHCl3,mtn,2782.9382356435135,8.116188698997,0.45372206943808263,-41.51188672003509
MOF_0078,Cu,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NaOH,114,5.604286236327212,CHCl3,bcu,1543.385222772413,12.169448406478432,0.601688447831559,-43.95721376130529
MOF_0079,Dy,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,AcOH,72,6.320733895137565,DMF,cmo,2390.3410199258174,16.20204523171646,0.21029100841796847,-44.021179448127135
MOF_0080,Co,C1=CC(=CC=C1)C(=O)O,NaOH,116,40.703220761171416,H2O,cmo,1359.0728959030398,8.46109492240598,0.6920921952113888,-48.57386048807978
MOF_0081,Dy,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,Formic acid,72,9.190789279634709,MeOH,dia,2395.8601857705044,9.058501318139157,0.7278788343871518,-43.91147967232987
MOF_0082,Ni,C1=CC(=C(C=C1)C(=O)O)C(=O)O,,87,5.986660034140845,DMF,mtn,2567.5486643901063,7.354565047953731,0.7143202005947205,-43.89842980581088
MOF_0083,Cu,C1=CC(=CC=C1)C(=O)O,,91,23.267595034288142,MeOH,mtn,2342.774976837272,7.3283585980202,0.42503263213132175,-46.84376464521716
MOF_0084,Ni,C1=CC(=C(C=C1)C(=O)O)C(=O)O,No additive,129,41.13571276544909,DMF,bcu,1592.9158367290725,19.130685380211542,0.47719970441852494,-50.80239810255185
MOF_0085,Ni,C1=CC(=CC=C1)C(=O)O,No additive,127,15.545968565529286,CHCl3,cmo,1795.779253151214,13.80277205352113,0.2074329931422535,-48.17403925918939
MOF_0086,Fe,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,No additive,62,22.55535517114032,MeOH,bcu,1148.0073520913763,5.650321140179097,0.43963720882613055,-46.959449501900075
MOF_0087,Cu,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NaOH,101,5.756591432805054,CHCl3,cmo,1471.3883800137974,15.278225827432419,0.47625609341996095,-44.762557028535184
MOF_0088,Ni,C1=CC(=CC=C1)C(=O)O,NH4OH,78,23.759454621934537,MeOH,bcu,1473.9673643670044,15.274359437120493,0.7441845758410872,-46.41322123682836
MOF_0089,Fe,C1=CC(=CC=C1C(=O)O)C(=O)O,AcOH,62,29.414975548033883,EtOH,cmo,1856.1318805494657,14.329993332912986,0.7363926042543485,-49.07149752145209
MOF_0090,Fe,C1=CC(=CC=C1C(=O)O)C(=O)O,No additive,93,29.11991036509437,DMF,bcu,1868.6880070606076,5.290247566541281,0.7796582384527457,-46.47945347925339
MOF_0091,Cu,C1=CC(=CC=C1)C(=O)O,Formic acid,90,18.626774455672066,EtOH,cmo,1444.0235589101037,9.935855218982978,0.7310629910543123,-52.75076137429001
MOF_0092,Cr,C1=CC(=CC=C1)C(=O)O,Formic acid,172,17.88345994917796,DMF,bcu,1941.8435678943983,4.814857618405023,0.20492042565658738,-49.74016738926992
MOF_0093,Tb,C1=CC(=CC=C1)C(=O)O,No additive,112,8.691439233210307,H2O,mtn,2953.2172110472866,16.88254856956632,0.5848765113993319,-42.69460477245513
MOF_0094,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,,58,20.13912610843581,MeOH,dia,2124.0641864911745,14.137926434024628,0.24094260986182447,-45.79708133260918
MOF_0095,Tb,C1=CC(=CC=C1C(=O)O)C(=O)O,No additive,83,8.377765430410445,H2O,bcu,1858.468488311897,11.622466925052912,0.3635565718279913,-47.06470102700263
MOF_0096,Dy,C1=CC(=CC=C1)C(=O)O,AcOH,130,37.73022156733027,H2O,dia,1931.2199814267135,8.831263100510142,0.5469845776823483,-44.69488016492882
MOF_0097,Co,C1=CC(=C(C=C1)C(=O)O)C(=O)O,No additive,162,46.51606910092018,DMF,mtn,2758.2412596165564,6.132241066405368,0.6203682910445234,-48.74561581154627
MOF_0098,Dy,C1=CC(=C(C=C1)C(=O)O)C(=O)O,AcOH,52,46.6832760933351,EtOH,mtn,3496.913938209877,4.809609010162834,0.5927792155502571,-44.176963708852924
MOF_0099,Ni,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,Formic acid,43,42.063128372517326,CHCl3,cmo,1803.1763506947484,19.477090328127293,0.22943502044518593,-49.43968184827532
MOF_0100,Zn,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,No additive,156,30.43485457094324,DMF,dia,2610.6677620155356,6.394026913252392,0.26216232174173126,-48.16654148148699
MOF_0101,Cu,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NaOH,111,34.838090678730715,CHCl3,pcu,2893.035456701178,4.017868654263556,0.27715208775876404,-48.16392277558667
MOF_0102,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,Pyridine,73,16.54905531793822,H2O,cmo,1548.5589797294972,19.348335127102438,0.2548486260618147,-43.529607736881545
MOF_0103,Co,C1=CC(=C(C=C1)C(=O)O)C(=O)O,NaOH,116,31.753898487595308,CHCl3,dia,2271.8022268830555,12.33217960308306,0.30694065396159337,-48.78469232744215
MOF_0104,Ni,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,Formic acid,20,24.04858017535461,EtOH,bcu,1201.206743888917,16.543164494849428,0.6130926747869356,-49.51467446155178
MOF_0105,Cr,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,AcOH,100,25.20876295018503,DMF,bcu,1666.4835849891958,3.7440194023714155,0.6985023506954918,-48.9267966103486
MOF_0106,Fe,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NaOH,109,37.34216865650695,EtOH,mtn,2826.356654680247,12.638079577154128,0.4452883340440462,-43.25199590249271
MOF_0107,Ni,C1=CC(=C(C=C1)C(=O)O)C(=O)O,AcOH,127,16.404407646279072,EtOH,pcu,2729.616164829342,9.769569390005916,0.6156689038570062,-48.5581007488294
MOF_0108,Mn,C1=CC(=CC=C1C(=O)O)C(=O)O,NaOH,69,17.993742914558876,DMF,bcu,1545.2263983700327,16.12339538394802,0.32000975675949594,-46.96315922812795
MOF_0109,Fe,C1=CC(=CC=C1C(=O)O)C(=O)O,NaOH,102,44.684238809660016,EtOH,dia,2587.7349391677535,3.6532359758639963,0.783968090980045,-42.34451411879889
MOF_0110,Cu,C1=CC(=CC=C1)C(=O)O,AcOH,72,6.473868973442778,MeOH,dia,1752.52721160972,9.828739665547443,0.409998513714571,-50.04303309338935
MOF_0111,Fe,C1=CC(=CC=C1C(=O)O)C(=O)O,NH4OH,107,25.367909130186977,MeOH,bcu,1359.3327762380625,16.584248131265333,0.7075201437229011,-47.091581208753325
MOF_0112,Cr,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,NaOH,73,44.16323521794592,MeOH,dia,2483.275672512462,11.88585349885229,0.7672198235776324,-42.28781262898246
MOF_0113,Fe,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,No additive,87,30.855972343998907,CHCl3,dia,1997.3618113386517,12.350658596976267,0.7188283777251814,-46.39501040664481
MOF_0114,Cu,C1=CC(=CC=C1C(=O)O)C(=O)O,Pyridine,70,28.041911265333813,EtOH,mtn,2504.85874630042,4.651799593421414,0.24024059092417338,-43.512999535352016
MOF_0115,Cr,C1=CC(=CC=C1C(=O)O)C(=O)O,Formic acid,119,14.98874388609163,DMF,pcu,3455.163921255014,5.249619454041554,0.5901842943843537,-51.29720684445746
MOF_0116,Tb,C1=CC(=CC=C1)C(=O)O,NH4OH,125,19.104121518835726,DMF,mtn,3264.5816662733537,14.50899329121836,0.2720544239429307,-39.67062329322204
MOF_0117,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,AcOH,92,41.49013029540649,CHCl3,pcu,2809.466546061177,14.475792578928637,0.20339780031547805,-55.378997470935225
MOF_0118,Co,C1=CC(=CC=C1)C(=O)O,NH4OH,101,28.60559779781216,DMF,dia,2053.5461006528462,19.644757702288647,0.2310700663658405,-43.026536390147285
MOF_0119,Dy,C1=CC(=CC=C1)C(=O)O,HCl,56,26.648656525298314,MeOH,pcu,3405.2259731012764,15.103200797114358,0.7496895178682346,-47.236627360708546
MOF_0120,Tb,C1=CC(=CC=C1C(=O)O)C(=O)O,HCl,91,8.381507395761272,EtOH,dia,2744.904567889544,11.385139430868604,0.7450781085562364,-46.62836249967773
MOF_0121,Tb,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,98,4.705238884025418,DMF,dia,2796.6777673186,17.574573000070398,0.3354946326584203,-39.26157384962124
MOF_0122,Fe,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,178,46.40214830223016,DMF,mtn,2863.762800721694,4.776040758870916,0.5282367288791758,-46.95234525827854
MOF_0123,Co,C1=CC(=CC=C1)C(=O)O,No additive,66,20.587391360621034,H2O,mtn,2346.124682426809,10.638028955236326,0.7730169573595558,-45.677657768398156
MOF_0124,Cu,C1=CC(=CC=C1C(=O)O)C(=O)O,Pyridine,143,30.54137473237819,H2O,cmo,1567.5579139931058,7.880854885768685,0.49802367781805756,-46.19957591922746
MOF_0125,Al,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,Formic acid,129,7.50746322024054,H2O,bcu,1614.9331919545768,4.778842717769635,0.4361466920874548,-49.208818947739246
MOF_0126,Al,C1=CC(=CC=C1C(=O)O)C(=O)O,NH4OH,108,34.057028571814044,EtOH,cmo,1701.861094415553,15.979535440246227,0.4899492164267748,-42.36683161228828
MOF_0127,Cr,C1=CC(=CC=C1C(=O)O)C(=O)O,HCl,152,45.03293518306228,MeOH,cmo,1995.8167409457858,11.683464518481026,0.6741294569311667,-51.72039231393727
MOF_0128,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,NaOH,111,29.329271131886465,MeOH,pcu,2764.4443585068484,12.465068238257341,0.4863665795199412,-47.6309993755445
MOF_0129,Co,C1=CC(=C(C=C1)C(=O)O)C(=O)O,,111,9.549074184518066,MeOH,dia,2240.827634917446,9.991338194475592,0.6699666087694218,-45.99066003104187
MOF_0130,Al,C1=CC(=CC=C1C(=O)O)C(=O)O,,98,29.595747208832975,EtOH,dia,2210.341912064274,10.8257329372465,0.4590184673845598,-46.79664906793635
MOF_0131,Co,C1=CC(=C(C=C1)C(=O)O)C(=O)O,Formic acid,136,37.7192773766047,EtOH,dia,2256.660577654739,4.972295581091053,0.3512034027268297,-52.047595544108496
MOF_0132,Fe,C1=CC(=CC=C1)C(=O)O,NH4OH,132,21.88232760925682,H2O,bcu,1233.5263927661226,14.4396030128786,0.3958836378911724,-48.12493522342676
MOF_0133,Mn,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,81,42.712860909424585,DMF,pcu,2386.4321604677293,10.351605113288635,0.2466940787822996,-50.555283066420856
MOF_0134,Zn,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,60,32.54204994772404,CHCl3,pcu,2924.1275384536025,16.885048743202915,0.4984286866455659,-46.00446281156358
MOF_0135,Tb,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,HCl,93,43.56695240472491,CHCl3,dia,2473.5743773329623,6.336882402432294,0.28886655493341384,-48.680927301396736
MOF_0136,Dy,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,HCl,75,31.43423369488284,DMF,cmo,1586.6975197194804,6.485936588120208,0.6869282038008397,-45.36801877600821
MOF_0137,Cr,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,98,9.776670768212266,H2O,bcu,1741.859513082188,13.977912716021692,0.45235434449413653,-41.1121596849483
MOF_0138,Mn,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,AcOH,137,17.626435288628322,DMF,cmo,1871.8685063491503,17.382058197755747,0.6590013943950339,-51.019692324034615
MOF_0139,Al,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O,NaOH,86,12.878977723108104,DMF,mtn,3070.2539135954707,11.02736325650898,0.7726762565231802,-44.69101667097585
MOF_0140,Tb,C1=CC(=CC=C1)C(=O)O,Formic acid,98,43.98836589954194,CHCl3,pcu,3317.866014638968,15.3582157684627,0.7096867698279417,-46.48716594393854
MOF_0141,Co,C1=CC(=CC=C1C(=O)O)C(=O)O,NaOH,101,37.45760296064924,H2O,pcu,2543.0817835460816,19.988608665382454,0.7708782078474918,-48.39379859222896
MOF_0142,Dy,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,No additive,125,33.76152823204026,EtOH,cmo,1707.3955528501974,19.834515875391777,0.5407619161224382,-44.86712714164167
